timestamp,pH,turbidity,temperature,DO,TDS,scenario
2026-01-01 00:00:00,7.29977289277871,15.092440170269615,27.011901013343376,6.503000954689766,399.9120066514664,do_depletion
2026-01-01 00:00:05,7.297305540494556,14.681758209096547,26.994687814110765,6.4962436137108295,399.7780106995715,do_depletion
2026-01-01 00:00:10,7.304145440019226,15.10018158447203,26.998283260005795,6.506964930283706,400.2152209798394,do_depletion
2026-01-01 00:00:15,7.29909956458088,14.986492300290674,26.994466844317135,6.498467051781412,399.65888024238734,do_depletion
2026-01-01 00:00:20,7.298704992489507,15.17344956201454,27.00235939098564,6.512012495728923,399.6316011297435,do_depletion
2026-01-01 00:00:25,7.300629642702272,15.171430352092536,27.006534544887074,6.490178446146687,399.7285385298389,do_depletion
2026-01-01 00:00:30,7.29941777918814,15.080645386906959,26.99753168877458,6.499662507227969,400.37626669868445,do_depletion
2026-01-01 00:00:35,7.300818047280492,14.91420603211321,26.996417755109466,6.502048801786416,400.0256484780644,do_depletion
2026-01-01 00:00:40,7.296818956733234,15.117825040799763,27.00661304652665,6.502974599680749,399.87466106338854,do_depletion
2026-01-01 00:00:45,7.299518517653185,15.043652475430907,26.99962628291071,6.513367495425303,399.9721277458892,do_depletion
2026-01-01 00:00:50,7.302846130583006,15.094161992152074,27.00981408509172,6.511258424134856,400.3813958150784,do_depletion
2026-01-01 00:00:55,7.30360327272599,15.202277309460223,27.01584208034506,6.513583619678802,399.3482467471316,do_depletion
2026-01-01 00:01:00,7.302270239949,15.030146827140403,26.9991666601073,6.510018580472664,400.1124032899322,do_depletion
2026-01-01 00:01:05,7.301942379443601,15.173513931790389,27.003487301152063,6.514378931038592,399.91798530537795,do_depletion
2026-01-01 00:01:10,7.302067367179779,15.241668932162622,27.00986955131252,6.511629529861853,400.24581022852647,do_depletion
2026-01-01 00:01:15,7.2987267228877055,15.200547089152574,27.000297568986245,6.504996624312691,400.03468202830595,do_depletion
2026-01-01 00:01:20,7.300645847485466,15.292568312758908,27.014355101705398,6.5013611837808245,399.63203777183276,do_depletion
2026-01-01 00:01:25,7.299251643461508,15.461679346305665,27.01345406467564,6.509730923168732,399.886906297653,do_depletion
2026-01-01 00:01:30,7.297355415762239,15.540665482330706,27.00655437038749,6.505886665583492,400.2388060571035,do_depletion
2026-01-01 00:01:35,7.304698372851326,15.316956968697317,27.001875308201132,6.509388618975259,400.12000133017546,do_depletion
2026-01-01 00:01:40,7.29811755862453,15.4250774929688,26.99811955130049,6.512283371865748,400.0698482887088,do_depletion
2026-01-01 00:01:45,7.300059883809587,15.249010152701606,26.99623931768108,6.5143815443121404,399.9740605420825,do_depletion
2026-01-01 00:01:50,7.2993243224792606,15.15939910506539,26.994140721103683,6.503240679437636,400.07828156918544,do_depletion
2026-01-01 00:01:55,7.297400998484444,15.137137191232895,26.987950580719687,6.51153421923771,399.58591339507683,do_depletion
2026-01-01 00:02:00,7.295344405493105,15.19140980733873,27.002818919414846,6.519976433860199,399.7613650995212,do_depletion
2026-01-01 00:02:05,7.299502559455275,15.049811559221324,27.00528386047572,6.495412903012001,400.21890410867417,do_depletion
2026-01-01 00:02:10,7.306288619241434,15.370100610468056,27.003112025212047,6.51191336314582,400.31632194511326,do_depletion
2026-01-01 00:02:15,7.301122212780116,15.348381230528004,27.014221047328377,6.513241610764467,400.18311364779333,do_depletion
2026-01-01 00:02:20,7.299076218470096,15.185566490952478,27.000763906339706,6.503824596960808,400.2008634243722,do_depletion
2026-01-01 00:02:25,7.298048512370183,15.320218265128847,27.000315241376505,6.4938407344260245,400.01132936544906,do_depletion
2026-01-01 00:02:30,7.298222162876789,15.296674146091554,27.001951715940013,6.514846015235135,399.9618229153739,do_depletion
2026-01-01 00:02:35,7.301061426040953,14.895134549865737,27.00464336386896,6.502205576685502,399.95561363975224,do_depletion
2026-01-01 00:02:40,7.29857696071479,15.252646361684663,27.003115138522084,6.5176556246034,400.1946744618029,do_depletion
2026-01-01 00:02:45,7.302751921430053,15.336834036970865,26.997637403753455,6.512721722388989,399.8687427706988,do_depletion
2026-01-01 00:02:50,7.303947711331999,14.952431396159803,27.00307217168387,6.511597752170454,399.8913897579267,do_depletion
2026-01-01 00:02:55,7.300233011336052,15.071524305858224,26.997753845751916,6.509550827312107,399.4802875207613,do_depletion
2026-01-01 00:03:00,7.3026582308409065,15.165689121803561,27.00715212754679,6.519698561268057,399.5503253569013,do_depletion
2026-01-01 00:03:05,7.3015280687364505,14.916930196546701,27.007793315255697,6.502118839674719,399.49051614920256,do_depletion
2026-01-01 00:03:10,7.301788257834009,15.121018720210603,26.99803707585635,6.510066887751827,399.26414232509524,do_depletion
2026-01-01 00:03:15,7.300716526689929,15.241877425590792,26.99358734755738,6.497600078727872,399.84965616180654,do_depletion
2026-01-01 00:03:20,7.298046439186176,15.143718046171816,27.00977724307723,6.505362631881614,399.73272427540314,do_depletion
2026-01-01 00:03:25,7.300224009099944,15.039417684960474,27.011869655945407,6.489872955490834,399.8910144465218,do_depletion
2026-01-01 00:03:30,7.299571162362359,15.142309397717641,27.009493008176666,6.498865861589271,399.9829800269091,do_depletion
2026-01-01 00:03:35,7.301798766006973,15.095907801852,26.99297646725805,6.504162562480236,400.06035698326787,do_depletion
2026-01-01 00:03:40,7.298068853241596,15.140475403867303,26.98419797834753,6.491391869564582,400.21040360574267,do_depletion
2026-01-01 00:03:45,7.299815245258793,15.03214682834564,26.993861467374636,6.499465829212781,400.2236221548508,do_depletion
2026-01-01 00:03:50,7.297170880568521,15.139539014565436,26.995705810858734,6.489394815096493,400.27059917056755,do_depletion
2026-01-01 00:03:55,7.304282300998671,14.962992508995182,26.997998377104157,6.505180910296968,399.9812163258935,do_depletion
2026-01-01 00:04:00,7.300712781744401,15.04641234934859,26.989384902453306,6.518900533266327,400.10284501296104,do_depletion
2026-01-01 00:04:05,7.306753257652455,15.293539661969898,26.996291038587813,6.505362790752911,400.02428963347296,do_depletion
